case_id,feasible,best_start_time_s,best_start_distance_km,T_end,SOC_end_pct,E_heat_kwh,charge_time_s,charge_power_kw,score,feasible_count,t_charge_min,t_charge_max,E_heat_min,E_heat_max,n_eval,fb_penalty
1,1,1355.5000,29.3865,22.999394,10.299585,3.704459,1031.3970,85.1491,32.870787,492,1031.3970,1040.7465,3.196292,3.789626,1055,0
2,1,365.0000,35.8598,20.050205,16.565360,3.144616,933.4732,85.6239,50.000000,456,933.4732,940.5983,3.144616,3.752949,913,0
3,1,546.3000,35.2887,20.050086,14.276350,3.181544,983.2840,84.2196,48.049774,640,980.9197,1017.2896,3.181544,4.089044,1134,0
4,0,,,,,,,,,,,,,451,
5,1,682.4000,32.0399,21.208228,10.050443,3.365087,1062.3806,82.9613,30.000000,220,1062.3806,1065.9524,3.163587,3.365087,833,0
6,0,,,,,,,,,,,,,357,
7,1,1710.1000,21.3587,21.280640,10.050022,3.356623,1061.3229,83.0444,30.000000,230,1061.3229,1065.7390,3.153456,3.356623,966,0
8,1,650.4000,30.9304,20.050153,17.590166,3.112552,911.6992,86.2526,50.000000,631,911.6992,944.2672,3.112552,3.999052,1140,0
9,0,,,,,,,,,,,,,2812,
10,1,1779.0000,19.2727,20.470280,10.050149,3.240949,1073.3856,82.1110,30.000000,150,1073.3856,1074.9905,3.172616,3.240949,865,0
11,1,239.0000,37.5428,20.050659,17.211378,3.166446,919.7056,86.0206,50.000000,339,919.7056,921.7231,3.166446,3.564779,792,0
12,0,,,,,,,,,,,,,414,
13,0,,,,,,,,,,,,,368,
14,1,1897.7000,19.3636,20.334652,10.050258,3.239295,1075.4293,81.9549,30.000000,153,1075.4293,1076.5182,3.192962,3.239295,867,0
15,0,,,,,,,,,,,,,420,
16,1,730.1000,31.9767,20.050367,14.019256,3.183213,988.9791,84.0622,47.419808,633,985.8306,1022.4381,3.183213,4.076046,1163,0
17,1,344.6000,35.8119,20.050544,17.259027,3.145247,918.6966,86.0498,50.000000,441,918.6966,923.9629,3.145247,3.719581,881,0
18,0,,,,,,,,,,,,,458,
19,0,,,,,,,,,,,,,424,
20,1,61.9000,38.5304,20.050716,17.881859,3.181149,905.5544,86.4320,50.000000,170,905.5544,906.3810,3.181149,3.284316,617,0
21,1,632.8000,33.0785,22.592637,10.050351,3.575123,1042.3463,84.5559,30.000000,366,1042.3463,1049.6796,3.127290,3.575123,990,0
22,1,1596.5000,23.9058,20.050987,13.300209,3.202031,1005.0228,83.6217,45.687842,614,999.6832,1036.8316,3.202031,4.057198,1230,0
23,1,946.4000,30.6146,20.050850,16.285218,3.177898,939.4748,85.4527,50.000000,626,939.4748,972.2494,3.177898,4.063565,1184,0
24,0,,,,,,,,,,,,,3381,
25,1,0.0000,39.0000,22.404418,13.509829,3.569134,972.4836,86.1481,30.000000,351,972.4836,973.6057,3.137300,3.569134,708,0
26,0,,,,,,,,,,,,,406,
27,0,,,,,,,,,,,,,422,
28,0,,,,,,,,,,,,,382,
29,0,,,,,,,,,,,,,3676,
30,1,989.9000,28.6820,20.050425,12.279863,3.162969,1028.0999,82.9952,42.601922,572,1021.3908,1048.5971,3.162969,3.933136,1159,0
31,1,927.0000,29.1832,22.238076,10.050353,3.449421,1047.4054,84.1475,30.000000,320,1047.4054,1054.5211,3.079754,3.449421,972,0
32,0,,,,,,,,,,,,,413,
33,0,,,,,,,,,,,,,3341,
34,0,,,,,,,,,,,,,419,
35,1,105.8000,38.3302,20.050771,18.379179,3.191399,895.1445,86.7371,50.000000,204,895.1445,896.7433,3.191399,3.367733,651,0
36,0,,,,,,,,,,,,,291,
37,0,,,,,,,,,,,,,379,
38,1,1540.2000,24.1075,22.074569,10.050244,3.545663,1049.7574,83.9591,30.000000,313,1049.7574,1056.3218,3.204163,3.545663,1050,0
39,0,,,,,,,,,,,,,382,
40,0,,,,,,,,,,,,,4004,
41,1,675.8000,34.3292,22.371512,10.050378,3.531272,1045.4951,84.3012,30.000000,346,1045.4951,1052.1393,3.118272,3.531272,972,0
42,1,1470.2000,21.1914,22.999298,10.435021,3.636826,1028.5761,85.2167,34.230457,494,1028.5761,1043.2576,3.150993,3.767159,1052,0
43,1,442.0000,35.1462,20.050634,14.882976,3.133246,969.9165,84.5923,47.510148,533,968.3785,986.9094,3.133246,3.869913,990,0
44,1,1381.6000,24.1313,22.727276,10.050251,3.639256,1040.4400,84.7110,30.000000,371,1040.4400,1048.8862,3.186090,3.639256,1069,0
45,1,358.7000,35.7032,20.050814,16.838647,3.147934,927.6295,85.7921,50.000000,456,927.6295,934.2543,3.147934,3.745768,923,0
46,1,475.2000,34.5122,20.050706,13.878077,3.176164,992.1133,83.9759,46.358051,568,989.0336,1014.4023,3.176164,3.968164,1036,0
47,0,,,,,,,,,,,,,382,
48,0,,,,,,,,,,,,,191,
49,0,,,,,,,,,,,,,430,
50,1,794.2000,30.7883,20.050950,12.448093,3.193841,1024.2654,83.0990,44.470918,596,1018.2339,1050.9602,3.193841,4.025007,1130,0
51,0,,,,,,,,,,,,,4286,
52,0,,,,,,,,,,,,,328,
53,1,1735.2000,21.1117,21.285795,10.050071,3.360878,1061.2460,83.0504,30.000000,224,1061.2460,1065.6939,3.157211,3.360878,948,0
54,1,0.0000,39.0000,22.792938,11.810215,3.649877,1002.7838,85.6806,30.000000,392,1002.7838,1006.5138,3.148211,3.649877,752,0
55,1,443.3000,34.9837,20.050078,14.102927,3.092394,987.1256,84.1132,45.394447,537,984.1527,1003.5181,3.092394,3.831228,987,0
56,1,347.5000,36.1760,20.050522,16.949677,3.143834,925.2670,85.8600,50.000000,443,925.2670,930.3939,3.143834,3.723000,891,0
57,1,0.0000,39.0000,20.821381,11.236989,3.278706,1041.2583,83.2084,30.000000,191,1041.2583,1042.8689,3.137539,3.278706,541,0
58,1,1542.4000,20.1719,20.050675,14.921370,3.192556,969.0743,84.6159,47.352078,605,966.0838,999.9653,3.192556,4.029723,1204,0
59,1,814.4000,30.8761,20.050839,17.574126,3.226061,912.0313,86.2433,50.000000,635,912.0313,945.2090,3.226061,4.114727,1164,0
60,1,882.7000,28.9100,21.342179,10.050347,3.360542,1060.4105,83.1155,30.000000,228,1060.4105,1064.6099,3.138209,3.360542,872,0
61,1,115.5000,38.1334,20.050886,16.676933,3.169693,931.0804,85.6930,50.000000,211,931.0804,931.9103,3.169693,3.362193,660,0
62,1,121.2000,38.2762,22.999498,10.242653,3.661728,1032.5832,85.1208,32.207578,484,1032.5832,1039.6938,3.121728,3.728728,918,0
63,1,936.3000,29.2805,20.050710,12.879938,3.202922,1014.4866,83.3636,45.778581,627,1009.0743,1047.5374,3.202922,4.082755,1174,0
64,0,,,,,,,,,,,,,430,
