time_s,temp_c,soc_pct,current_a,heating_kw,remaining_km
0.000000,10.000000000,65.000000000,39.659354086,0.000000,40.000000000
0.500000,9.998600906,64.994491756,39.659681018,0.000000,39.995833333
1.000000,9.997201931,64.988983467,39.660007954,0.000000,39.991666667
1.500000,9.995803073,64.983475133,39.660334896,0.000000,39.987500000
2.000000,9.994404334,64.977966753,39.660661842,0.000000,39.983333333
2.500000,9.993005714,64.972458328,39.660988794,0.000000,39.979166667
3.000000,9.991607212,64.966949857,39.661315752,0.000000,39.975000000
3.500000,9.990208828,64.961441341,39.661642714,0.000000,39.970833333
4.000000,9.988810562,64.955932780,39.661969682,0.000000,39.966666667
4.500000,9.987412415,64.950424173,39.662296654,0.000000,39.962500000
5.000000,9.986014386,64.944915520,39.662623632,0.000000,39.958333333
5.500000,9.984616475,64.939406823,39.662950616,0.000000,39.954166667
6.000000,9.983218683,64.933898079,39.663277604,0.000000,39.950000000
6.500000,9.981821008,64.928389291,39.663604598,0.000000,39.945833333
7.000000,9.980423452,64.922880457,39.663931597,0.000000,39.941666667
7.500000,9.979026015,64.917371578,39.664258601,0.000000,39.937500000
8.000000,9.977628695,64.911862653,39.664585610,0.000000,39.933333333
8.500000,9.976231494,64.906353683,39.664912625,0.000000,39.929166667
9.000000,9.974834411,64.900844667,39.665239644,0.000000,39.925000000
9.500000,9.973437446,64.895335606,39.665566669,0.000000,39.920833333
10.000000,9.972040599,64.889826499,39.665893700,0.000000,39.916666667
10.500000,9.970643870,64.884317347,39.666220735,0.000000,39.912500000
11.000000,9.969247260,64.878808150,39.666547776,0.000000,39.908333333
11.500000,9.967850768,64.873298907,39.666874822,0.000000,39.904166667
12.000000,9.966454394,64.867789619,39.667201873,0.000000,39.900000000
12.500000,9.965058138,64.862280286,39.667528929,0.000000,39.895833333
13.000000,9.963662000,64.856770907,39.667855990,0.000000,39.891666667
13.500000,9.962265980,64.851261482,39.668183057,0.000000,39.887500000
14.000000,9.960870079,64.845752012,39.668510129,0.000000,39.883333333
14.500000,9.959474295,64.840242497,39.668837206,0.000000,39.879166667
15.000000,9.958078630,64.834732936,39.669164288,0.000000,39.875000000
15.500000,9.956683082,64.829223330,39.669491376,0.000000,39.870833333
16.000000,9.955287653,64.823713679,39.669818469,0.000000,39.866666667
