time_s,temp_c,soc_pct,current_a,heating_kw,remaining_km
0.000000,0.000000000,55.000000000,56.760722668,6.000000,40.000000000
0.500000,0.006654211,54.992116566,56.761064334,6.000000,39.995833333
1.000000,0.013307856,54.984233085,56.761406026,6.000000,39.991666667
1.500000,0.019960934,54.976349557,56.761747744,6.000000,39.987500000
2.000000,0.026613445,54.968465980,56.762089488,6.000000,39.983333333
2.500000,0.033265390,54.960582357,56.762431258,6.000000,39.979166667
3.000000,0.039916768,54.952698686,56.762773053,6.000000,39.975000000
3.500000,0.046567579,54.944814967,56.763114874,6.000000,39.970833333
4.000000,0.053217824,54.936931201,56.763456722,6.000000,39.966666667
4.500000,0.059867502,54.929047388,56.763798595,6.000000,39.962500000
5.000000,0.066516614,54.921163527,56.764140493,6.000000,39.958333333
5.500000,0.073165159,54.913279619,56.764482418,6.000000,39.954166667
6.000000,0.079813139,54.905395663,56.764824369,6.000000,39.950000000
6.500000,0.086460551,54.897511659,56.765166345,6.000000,39.945833333
7.000000,0.093107398,54.889627609,56.765508348,6.000000,39.941666667
7.500000,0.099753678,54.881743510,56.765850376,6.000000,39.937500000
8.000000,0.106399392,54.873859364,56.766192430,6.000000,39.933333333
8.500000,0.113044540,54.865975171,56.766534510,6.000000,39.929166667
9.000000,0.119689122,54.858090930,56.766876615,6.000000,39.925000000
9.500000,0.126333138,54.850206642,56.767218747,6.000000,39.920833333
10.000000,0.132976588,54.842322306,56.767560904,6.000000,39.916666667
10.500000,0.139619472,54.834437922,56.767903088,6.000000,39.912500000
11.000000,0.146261790,54.826553491,56.768245297,6.000000,39.908333333
11.500000,0.152903543,54.818669013,56.768587532,6.000000,39.904166667
12.000000,0.159544729,54.810784487,56.768929793,6.000000,39.900000000
12.500000,0.166185350,54.802899913,56.769272079,6.000000,39.895833333
13.000000,0.172825405,54.795015292,56.769614392,6.000000,39.891666667
13.500000,0.179464894,54.787130623,56.769956730,6.000000,39.887500000
14.000000,0.186103818,54.779245907,56.770299094,6.000000,39.883333333
14.500000,0.192742176,54.771361143,56.770641485,6.000000,39.879166667
15.000000,0.199379969,54.763476332,56.770983900,6.000000,39.875000000
15.500000,0.206017196,54.755591473,56.771326342,6.000000,39.870833333
16.000000,0.212653858,54.747706567,56.771668810,6.000000,39.866666667
16.500000,0.219289954,54.739821613,56.772011303,6.000000,39.862500000
17.000000,0.225925485,54.731936611,56.772353823,6.000000,39.858333333
17.500000,0.232560451,54.724051562,56.772696368,6.000000,39.854166667
18.000000,0.239194852,54.716166465,56.773038939,6.000000,39.850000000
18.500000,0.245828687,54.708281321,56.773381536,6.000000,39.845833333
19.000000,0.252461957,54.700396129,56.773724159,6.000000,39.841666667
19.500000,0.259094662,54.692510890,56.774066807,6.000000,39.837500000
20.000000,0.265726802,54.684625603,56.774409482,6.000000,39.833333333
20.500000,0.272358377,54.676740268,56.774752182,6.000000,39.829166667
21.000000,0.278989387,54.668854886,56.775094908,6.000000,39.825000000
21.500000,0.285619832,54.660969456,56.775437660,6.000000,39.820833333
22.000000,0.292249713,54.653083978,56.775780438,6.000000,39.816666667
22.500000,0.298879028,54.645198453,56.776123242,6.000000,39.812500000
23.000000,0.305507779,54.637312881,56.776466071,6.000000,39.808333333
23.500000,0.312135964,54.629427260,56.776808927,6.000000,39.804166667
24.000000,0.318763586,54.621541592,56.777151808,6.000000,39.800000000
24.500000,0.325390642,54.613655877,56.777494715,6.000000,39.795833333
25.000000,0.332017134,54.605770114,56.777837648,6.000000,39.791666667
25.500000,0.338643061,54.597884303,56.778180607,6.000000,39.787500000
26.000000,0.345268424,54.589998445,56.778523591,6.000000,39.783333333
26.500000,0.351893223,54.582112538,56.778866602,6.000000,39.779166667
27.000000,0.358517457,54.574226585,56.779209638,6.000000,39.775000000
27.500000,0.365141126,54.566340583,56.779552700,6.000000,39.770833333
28.000000,0.371764232,54.558454534,56.779895788,6.000000,39.766666667
28.500000,0.378386773,54.550568438,56.780238902,6.000000,39.762500000
29.000000,0.385008749,54.542682294,56.780582042,6.000000,39.758333333
29.500000,0.391630162,54.534796102,56.780925207,6.000000,39.754166667
30.000000,0.398251010,54.526909862,56.781268398,6.000000,39.750000000
30.500000,0.404871295,54.519023575,56.781611616,6.000000,39.745833333
31.000000,0.411491015,54.511137240,56.781954859,6.000000,39.741666667
31.500000,0.418110171,54.503250857,56.782298128,6.000000,39.737500000
32.000000,0.424728764,54.495364427,56.782641422,6.000000,39.733333333
32.500000,0.431346792,54.487477949,56.782984743,6.000000,39.729166667
33.000000,0.437964257,54.479591423,56.783328089,6.000000,39.725000000
33.500000,0.444581157,54.471704850,56.783671461,6.000000,39.720833333
34.000000,0.451197494,54.463818229,56.784014860,6.000000,39.716666667
34.500000,0.457813267,54.455931560,56.784358284,6.000000,39.712500000
35.000000,0.464428477,54.448044844,56.784701733,6.000000,39.708333333
